No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200, AVERAGE VALUE,Sampling Location,Zone,ELMENT,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Note
1,Wednesday,24-09-25,30955,36,Etihadeya,DPL,03-08-25,,,45.228,Fill,V01-D,V 155,LAYER - 10,2,,,APPROVED AS NOTED,DONE,3,EIDG,52,
2,Wednesday,24-09-25,30956,36,Etihadeya,DPL,05-08-25,,,46.649,Fill,V01-D,V 155,LAYER - 11,2,,,APPROVED AS NOTED,DONE,3,EIDG,50,
3,Wednesday,24-09-25,30957,36,Etihadeya,DPL,16-07-25,,,56.49,Fill,V01-D,V 155,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,70,
4,Wednesday,24-09-25,30958,36,Etihadeya,DPL,19-07-25,,,56.56,Fill,V01-D,V 155,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,67,
5,Wednesday,24-09-25,30959,36,Etihadeya,DPL,19-07-25,,,57.91,Fill,V01-D,V 155,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,67,
6,Wednesday,24-09-25,30960,36,Etihadeya,DPL,21-07-25,,,47.37,Fill,V01-D,V 155,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,65,
7,Wednesday,24-09-25,30961,36,Etihadeya,DPL,24-07-25,,,54.43,Fill,V01-D,V 155,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,62,
8,Wednesday,24-09-25,30962,36,Etihadeya,DPL,31-07-25,,,50.408,Fill,V01-D,V 155,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,55,
9,Wednesday,24-09-25,30963,36,Etihadeya,DPL,31-07-25,,,50.461,Fill,V01-D,V 155,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,55,
10,Wednesday,24-09-25,30964,36,Etihadeya,DPL,31-07-25,,,54.55,Fill,V01-D,V 155,LAYER - 8,2,,,APPROVED AS NOTED,DONE,3,EIDG,55,
11,Wednesday,24-09-25,30965,36,Etihadeya,DPL,31-07-25,,,49.006,Fill,V01-D,V 155,LAYER - 9,2,,,APPROVED AS NOTED,DONE,3,EIDG,55,
12,Wednesday,24-09-25,30951,36,Ahmed Saeed El-Shenawy,DPL,08-07-25,,,49.735,Bottom of excavation,V01-D,V 15,   ,2,,,APPROVED AS NOTED,DONE,3,EIDG,78,
13,Wednesday,24-09-25,30952,36,Ahmed Saeed El-Shenawy,DPL,15-07-25,,,47.278,Fill,V01-D,V 15,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
14,Wednesday,24-09-25,30953,36,Ahmed Saeed El-Shenawy,DPL,17-07-25,,,46.578,Fill,V01-D,V 15,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,69,
15,Wednesday,24-09-25,30954,36,Ahmed Saeed El-Shenawy,SOIL,10-07-25,A-2-4,24.60%,,Bottom of excavation,V01-D,V 15,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,76,
16,Wednesday,24-09-25,3268,36,Ahmed Saeed El-Shenawy,DPL,14-07-25,,,48.139,Fill,V01-D,V 7,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,72,
17,Wednesday,24-09-25,3330,36,Ahmed Saeed El-Shenawy,DPL,05-07-25,,,45.175,Bottom of excavation,V01-D,V 7,,2,,,APPROVED AS NOTED,DONE,3,EIDG,81,
18,Wednesday,24-09-25,3188,36,Ahmed Saeed El-Shenawy,DPL,08-07-25,,,53.835,Fill,V01-D,V 7,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,78,
19,Wednesday,24-09-25,30501,36,Ahmed Saeed El-Shenawy,DPL,09-07-25,,,41.874,Fill,V01-D,V 7,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,77,
20,Wednesday,24-09-25,30502,36,Ahmed Saeed El-Shenawy,DPL,09-07-25,,,43.372,Fill,V01-D,V 7,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,77,
21,Wednesday,24-09-25,30503,36,Ahmed Saeed El-Shenawy,DPL,10-07-25,,,53.71,Fill,V01-D,V 7,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
22,Wednesday,24-09-25,30504,36,Ahmed Saeed El-Shenawy,DPL,11-07-25,,,56.139,Fill,V01-D,V 7,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,75,
23,Wednesday,24-09-25,30505,36,Ahmed Saeed El-Shenawy,DPL,12-07-25,,,56.97,Fill,V01-D,V 7,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,74,
24,Wednesday,24-09-25,30506,36,Ahmed Saeed El-Shenawy,SOIL,04-07-25,A-2-4,21.00%,,Bottom of excavation,V01-D,V 7,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,82,
25,Wednesday,24-09-25,30538,36,MOKHTAR EL-SHENAWY,DPL,24-09-25,,,49.782,Fill,V01-D,V 170,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,0,
26,Wednesday,24-09-25,30539,36,MOKHTAR EL-SHENAWY,DPL,23-09-25,,,47.489,Fill,V01-D,V 170,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,1,
27,Wednesday,24-09-25,30540,36,MOKHTAR EL-SHENAWY,DPL,21-09-25,,,45.329,Fill,V01-D,V 170,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,3,
28,Wednesday,24-09-25,30541,36,MOKHTAR EL-SHENAWY,DPL,20-09-25,,,44.754,Fill,V01-D,V 170,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,4,
29,Wednesday,24-09-25,30542,36,MOKHTAR EL-SHENAWY,DPL,19-09-25,,,47.235,Fill,V01-D,V 170,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,5,
30,Wednesday,24-09-25,30543,36,MOKHTAR EL-SHENAWY,DPL,16-09-25,,,58.02,Fill,V01-D,V 170,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,8,
31,Wednesday,24-09-25,30544,36,MOKHTAR EL-SHENAWY,DPL,11-09-25,,,53.242,Fill,V01-D,V 170,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,13,
32,Wednesday,24-09-25,30545,36,MOKHTAR EL-SHENAWY,DPL,10-09-25,,,56.466,Bottom of excavation,V01-D,V 170,,2,,,APPROVED AS NOTED,DONE,3,EIDG,14,
33,Wednesday,24-09-25,30546,36,MOKHTAR EL-SHENAWY,SOIL,07-09-25,A-4,79.80%,,Bottom of excavation,V01-D,V 170,,1,Sieve analysis,,APPROVED AS NOTED,DONE,4,EIDG,17,
34,Wednesday,24-09-25,30864,36,MOKHTAR EL-SHENAWY,DPL,28-07-25,,,44.53,Fill,V01-D,V 81,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,58,
35,Wednesday,24-09-25,30866,36,MOKHTAR EL-SHENAWY,DPL,28-07-25,,,43.824,Fill,V01-D,V 84,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,58,
36,Wednesday,24-09-25,30867,36,MOKHTAR EL-SHENAWY,DPL,26-07-25,,,56.4,Fill,V01-D,V 84,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,60,
37,Wednesday,24-09-25,30868,36,MOKHTAR EL-SHENAWY,DPL,24-07-25,,,59.29,Fill,V01-D,V 84,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,62,
38,Wednesday,24-09-25,30869,36,MOKHTAR EL-SHENAWY,DPL,23-07-25,,,43.782,Fill,V01-D,V 84,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,63,
39,Wednesday,24-09-25,30870,36,MOKHTAR EL-SHENAWY,DPL,22-07-25,,,45.559,Fill,V01-D,V 84,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,64,
40,Wednesday,24-09-25,30871,36,MOKHTAR EL-SHENAWY,DPL,21-07-25,,,54.242,Fill,V01-D,V 84,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,65,
41,Wednesday,24-09-25,30872,36,MOKHTAR EL-SHENAWY,DPL,20-07-25,,,53.08,Bottom of excavation,V01-D,V 84,,2,,,APPROVED AS NOTED,DONE,3,EIDG,66,
42,Wednesday,24-09-25,30873,36,MOKHTAR EL-SHENAWY,SOIL,20-07-25,A-2-4,30.80%,,Bottom of excavation,V01-D,V 84,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,66,
43,Wednesday,24-09-25,30882,36,MOKHTAR EL-SHENAWY,DPL,20-07-25,,,57.92,Bottom of excavation,V01-D,V 85,,2,,,APPROVED AS NOTED,DONE,3,EIDG,66,
44,Wednesday,24-09-25,30883,36,MOKHTAR EL-SHENAWY,DPL,21-07-25,,,41.86,Fill,V01-D,V 85,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,65,
45,Wednesday,24-09-25,30884,36,MOKHTAR EL-SHENAWY,DPL,22-07-25,,,53.08,Fill,V01-D,V 85,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,64,
46,Wednesday,24-09-25,30885,36,MOKHTAR EL-SHENAWY,DPL,23-07-25,,,42.98,Fill,V01-D,V 85,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,63,
47,Wednesday,24-09-25,30886,36,MOKHTAR EL-SHENAWY,DPL,24-07-25,,,59.84,Fill,V01-D,V 85,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,62,
48,Wednesday,24-09-25,30887,36,MOKHTAR EL-SHENAWY,DPL,26-07-25,,,42.82,Fill,V01-D,V 85,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,60,
49,Wednesday,24-09-25,30888,36,MOKHTAR EL-SHENAWY,DPL,28-07-25,,,58.9,Fill,V01-D,V 85,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,58,
50,Wednesday,24-09-25,30889,36,MOKHTAR EL-SHENAWY,SOIL,20-07-25,A-2-4,24.20%,,Bottom of excavation,V01-D,V 85,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,66,
51,Wednesday,24-09-25,30568,36,SELME EID ,DPL,12-07-25,,,54.92,Bottom of excavation,V01-D,V 151,,2,,,APPROVED AS NOTED,DONE,3,EIDG,74,
52,Wednesday,24-09-25,30569,36,SELME EID ,DPL,20-07-25,,,42.216,Fill,V01-D,V 151,LAYER - 10,2,,,APPROVED AS NOTED,DONE,3,EIDG,66,
53,Wednesday,24-09-25,30570,36,SELME EID ,DPL,20-07-25,,,57.147,Fill,V01-D,V 151,LAYER - 11,2,,,APPROVED AS NOTED,DONE,3,EIDG,66,
54,Wednesday,24-09-25,30571,36,SELME EID ,DPL,20-07-25,,,54.34,Fill,V01-D,V 151,LAYER - 12,2,,,APPROVED AS NOTED,DONE,3,EIDG,66,
55,Wednesday,24-09-25,30572,36,SELME EID ,DPL,22-07-25,,,41.554,Fill,V01-D,V 151,LAYER - 13,2,,,APPROVED AS NOTED,DONE,3,EIDG,64,
56,Wednesday,24-09-25,30573,36,SELME EID ,DPL,24-07-25,,,42.93,Fill,V01-D,V 151,LAYER - 14,2,,,APPROVED AS NOTED,DONE,3,EIDG,62,
57,Wednesday,24-09-25,30574,36,SELME EID ,DPL,27-07-25,,,42.597,Fill,V01-D,V 151,LAYER - 15,2,,,APPROVED AS NOTED,DONE,3,EIDG,59,
58,Wednesday,24-09-25,30575,36,SELME EID ,DPL,27-07-25,,,46.03,Fill,V01-D,V 151,LAYER - 16,2,,,APPROVED AS NOTED,DONE,3,EIDG,59,
59,Wednesday,24-09-25,30576,36,SELME EID ,DPL,29-07-25,,,53.261,Fill,V01-D,V 151,LAYER - 17,2,,,APPROVED AS NOTED,DONE,3,EIDG,57,
60,Wednesday,24-09-25,30577,36,SELME EID ,DPL,13-07-25,,,56.42,Fill,V01-D,V 151,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,73,
61,Wednesday,24-09-25,30578,36,SELME EID ,DPL,13-07-25,,,52.14,Fill,V01-D,V 151,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,73,
62,Wednesday,24-09-25,30579,36,SELME EID ,DPL,13-07-25,,,56.96,Fill,V01-D,V 151,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,73,
63,Wednesday,24-09-25,30580,36,SELME EID ,DPL,15-07-25,,,55.54,Fill,V01-D,V 151,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
64,Wednesday,24-09-25,30581,36,SELME EID ,DPL,15-07-25,,,45.824,Fill,V01-D,V 151,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
65,Wednesday,24-09-25,30582,36,SELME EID ,DPL,15-07-25,,,49.85,Fill,V01-D,V 151,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
66,Wednesday,24-09-25,30583,36,SELME EID ,DPL,15-07-25,,,46.99,Fill,V01-D,V 151,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
67,Wednesday,24-09-25,30584,36,SELME EID ,DPL,17-07-25,,,46.24,Fill,V01-D,V 151,LAYER - 8,2,,,APPROVED AS NOTED,DONE,3,EIDG,69,
68,Wednesday,24-09-25,30585,36,SELME EID ,DPL,17-07-25,,,43.97,Fill,V01-D,V 151,LAYER - 9,2,,,APPROVED AS NOTED,DONE,3,EIDG,69,
69,Wednesday,24-09-25,30586,36,SELME EID ,SOIL,12-07-25,A-1-B,9.00%,,Bottom of excavation,V01-D,V 151,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,74,
70,Wednesday,24-09-25,30587,36,SELME EID ,DPL,04-07-25,,,60.2,Bottom of excavation,V01-D,V 152,,2,,,APPROVED AS NOTED,DONE,3,EIDG,82,
71,Wednesday,24-09-25,30588,36,SELME EID ,DPL,15-07-25,,,55.769,Fill,V01-D,V 152,LAYER - 10,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
72,Wednesday,24-09-25,30589,36,SELME EID ,DPL,17-07-25,,,55.93,Fill,V01-D,V 152,LAYER - 11,2,,,APPROVED AS NOTED,DONE,3,EIDG,69,
73,Wednesday,24-09-25,30590,36,SELME EID ,DPL,19-07-25,,,52.89,Fill,V01-D,V 152,LAYER - 12,2,,,APPROVED AS NOTED,DONE,3,EIDG,67,
74,Wednesday,24-09-25,30591,36,SELME EID ,DPL,19-07-25,,,50.74,Fill,V01-D,V 152,LAYER - 13,2,,,APPROVED AS NOTED,DONE,3,EIDG,67,
75,Wednesday,24-09-25,30592,36,SELME EID ,DPL,22-07-25,,,45.385,Fill,V01-D,V 152,LAYER - 14,2,,,APPROVED AS NOTED,DONE,3,EIDG,64,
76,Wednesday,24-09-25,30593,36,SELME EID ,DPL,27-07-25,,,45.85,Fill,V01-D,V 152,LAYER - 15,2,,,APPROVED AS NOTED,DONE,3,EIDG,59,
77,Wednesday,24-09-25,30594,36,SELME EID ,DPL,29-07-25,,,47.64,Fill,V01-D,V 152,LAYER - 16,2,,,APPROVED AS NOTED,DONE,3,EIDG,57,
78,Wednesday,24-09-25,30595,36,SELME EID ,DPL,05-07-25,,,52.03,Fill,V01-D,V 152,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,81,
79,Wednesday,24-09-25,30596,36,SELME EID ,DPL,10-07-25,,,56.65,Fill,V01-D,V 152,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
80,Wednesday,24-09-25,30597,36,SELME EID ,DPL,10-07-25,,,52.4,Fill,V01-D,V 152,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
81,Wednesday,24-09-25,30598,36,SELME EID ,DPL,10-07-25,,,51.84,Fill,V01-D,V 152,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
82,Wednesday,24-09-25,30599,36,SELME EID ,DPL,10-07-25,,,49.7,Fill,V01-D,V 152,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
83,Wednesday,24-09-25,30600,36,SELME EID ,DPL,10-07-25,,,44.439,Fill,V01-D,V 152,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,76,
84,Wednesday,24-09-25,30601,36,SELME EID ,DPL,11-07-25,,,44.257,Fill,V01-D,V 152,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,75,
85,Wednesday,24-09-25,30602,36,SELME EID ,DPL,13-07-25,,,41.59,Fill,V01-D,V 152,LAYER - 8,2,,,APPROVED AS NOTED,DONE,3,EIDG,73,
86,Wednesday,24-09-25,30603,36,SELME EID ,DPL,13-07-25,,,43.228,Fill,V01-D,V 152,LAYER - 9,2,,,APPROVED AS NOTED,DONE,3,EIDG,73,
87,Wednesday,24-09-25,30604,36,SELME EID ,SOIL,04-07-25,A-2-4,11.60%,,Bottom of excavation,V01-D,V 152,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,82,
88,Wednesday,24-09-25,30564,36,MOHAMED ABDELWAHAB,DPL,11-07-25,,,60.5,Fill,V01-D,V 148,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,75,
89,Wednesday,24-09-25,30565,36,MOHAMED ABDELWAHAB,DPL,02-07-25,,,57.7,Fill,V01-D,V 148,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,84,
90,Wednesday,24-09-25,30566,36,MOHAMED ABDELWAHAB,DPL,04-07-25,,,46.81,Fill,V01-D,V 148,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,82,
91,Wednesday,24-09-25,30567,36,MOHAMED ABDELWAHAB,SOIL,01-07-25,A-4,39.20%,,Bottom of excavation,V01-D,V 148,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,85,
92,Saturday,27-09-25,30621,36,Ahmed Saeed El-Shenawy,DPL,22-07-25,,,43.16,Fill,V01-D,V 3,LAYER - 1,2,,,APPROVED AS NOTED,DONE,2,EIDG,67,
93,Saturday,27-09-25,30622,36,Ahmed Saeed El-Shenawy,DPL,23-07-25,,,44.9,Fill,V01-D,V 3,LAYER - 2,2,,,APPROVED AS NOTED,DONE,2,EIDG,66,
94,Saturday,27-09-25,30623,36,Ahmed Saeed El-Shenawy,DPL,24-07-25,,,52.8,Fill,V01-D,V 3,LAYER - 3,2,,,APPROVED AS NOTED,DONE,2,EIDG,65,
95,Saturday,27-09-25,30624,36,Ahmed Saeed El-Shenawy,DPL,28-07-25,,,49.401,Fill,V01-D,V 3,LAYER - 4,2,,,APPROVED AS NOTED,DONE,2,EIDG,61,
96,Saturday,27-09-25,30625,36,Ahmed Saeed El-Shenawy,DPL,28-07-25,,,47.98,Fill,V01-D,V 3,LAYER - 5,2,,,APPROVED AS NOTED,DONE,2,EIDG,61,
97,Saturday,27-09-25,30626,36,Ahmed Saeed El-Shenawy,DPL,30-07-25,,,51.71,Fill,V01-D,V 3,LAYER - 6,2,,,APPROVED AS NOTED,DONE,2,EIDG,59,
98,Saturday,27-09-25,30627,36,Ahmed Saeed El-Shenawy,SOIL,04-07-25,A-4,66.60%,,Bottom of excavation,V01-D,V 3,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,85,
99,Saturday,27-09-25,30628,36,Ahmed Saeed El-Shenawy,DPL,09-07-25,,,45.09,Fill,V01-D,V 5,LAYER - 1,2,,,APPROVED AS NOTED,DONE,2,EIDG,80,
100,Saturday,27-09-25,30634,36,Ahmed Saeed El-Shenawy,SOIL,04-07-25,A-4,36.40%,,Bottom of excavation,V01-D,V 5,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,85,
101,Saturday,27-09-25,30632,36,Ahmed Saeed El-Shenawy,DPL,12-07-25,,,59.05,Fill,V01-D,V 5,LAYER - 5,2,,,APPROVED AS NOTED,DONE,2,EIDG,77,
102,Saturday,27-09-25,30633,36,Ahmed Saeed El-Shenawy,DPL,14-07-25,,,51.56,Fill,V01-D,V 5,LAYER - 6,2,,,APPROVED AS NOTED,DONE,2,EIDG,75,
103,Saturday,27-09-25,30629,36,Ahmed Saeed El-Shenawy,DPL,09-07-25,,,44.69,Fill,V01-D,V 5,LAYER - 2,2,,,APPROVED AS NOTED,DONE,2,EIDG,80,
104,Saturday,27-09-25,30630,36,Ahmed Saeed El-Shenawy,DPL,10-07-25,,,47.72,Fill,V01-D,V 5,LAYER - 3,2,,,APPROVED AS NOTED,DONE,2,EIDG,79,
105,Saturday,27-09-25,30631,36,Ahmed Saeed El-Shenawy,DPL,11-07-25,,,45.16,Fill,V01-D,V 5,LAYER - 4,2,,,APPROVED AS NOTED,DONE,2,EIDG,78,
106,Thursday,24-07-25,30605,36,Ahmed Saeed El-Shenawy,DPL,08-07-25,,,54.46,Bottom of excavation,V01-D,V 16,,2,,,APPROVED AS NOTED,DONE,3,EIDG,16,
107,Wednesday,24-09-25,30608,36,Ahmed Saeed El-Shenawy,SOIL,08-07-25,A-2-4,18.00%,,Bottom of excavation,V01-D,V 16,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,78,
108,Thursday,24-07-25,30607,36,Ahmed Saeed El-Shenawy,DPL,17-07-25,,,53.48,Fill,V01-D,V 16,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,7,
109,Thursday,24-07-25,30606,36,Ahmed Saeed El-Shenawy,DPL,15-07-25,,,55.213,Fill,V01-D,V 16,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,9,
110,Saturday,27-09-25,30609,36,Ahmed Saeed El-Shenawy,DPL,20-07-25,,,51.96,Bottom of excavation,V01-D,V 2,,2,,,APPROVED AS NOTED,DONE,2,EIDG,69,
111,Saturday,27-09-25,30610,36,Ahmed Saeed El-Shenawy,DPL,29-07-25,,,53.498,Fill,V01-D,V 2,LAYER - 10,2,,,APPROVED AS NOTED,DONE,2,EIDG,60,
112,Saturday,27-09-25,30611,36,Ahmed Saeed El-Shenawy,DPL,20-07-25,,,44.129,Fill,V01-D,V 2,LAYER - 1,2,,,APPROVED AS NOTED,DONE,2,EIDG,69,
113,Saturday,27-09-25,30612,36,Ahmed Saeed El-Shenawy,DPL,20-07-25,,,45.629,Fill,V01-D,V 2,LAYER - 2,2,,,APPROVED AS NOTED,DONE,2,EIDG,69,
114,Saturday,27-09-25,30613,36,Ahmed Saeed El-Shenawy,DPL,21-07-25,,,55.12,Fill,V01-D,V 2,LAYER - 3,2,,,APPROVED AS NOTED,DONE,2,EIDG,68,
115,Saturday,27-09-25,30614,36,Ahmed Saeed El-Shenawy,DPL,21-07-25,,,46.885,Fill,V01-D,V 2,LAYER - 4,2,,,APPROVED AS NOTED,DONE,2,EIDG,68,
116,Saturday,27-09-25,30615,36,Ahmed Saeed El-Shenawy,DPL,22-07-25,,,42.021,Fill,V01-D,V 2,LAYER - 5,2,,,APPROVED AS NOTED,DONE,2,EIDG,67,
117,Saturday,27-09-25,30616,36,Ahmed Saeed El-Shenawy,DPL,23-07-25,,,53.015,Fill,V01-D,V 2,LAYER - 6,2,,,APPROVED AS NOTED,DONE,2,EIDG,66,
118,Saturday,27-09-25,30617,36,Ahmed Saeed El-Shenawy,DPL,24-07-25,,,53.206,Fill,V01-D,V 2,LAYER - 7,2,,,APPROVED AS NOTED,DONE,2,EIDG,65,
119,Saturday,27-09-25,30618,36,Ahmed Saeed El-Shenawy,DPL,25-07-25,,,48.446,Fill,V01-D,V 2,LAYER - 8,2,,,APPROVED AS NOTED,DONE,2,EIDG,64,
120,Saturday,27-09-25,30620,36,Ahmed Saeed El-Shenawy,SOIL,04-07-25,A-2-4,24.60%,,Bottom of excavation,V01-D,V 2,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,85,
121,Saturday,27-09-25,30619,36,Ahmed Saeed El-Shenawy,DPL,26-07-25,,,50.57,Fill,V01-D,V 2,LAYER - 9,2,,,APPROVED AS NOTED,DONE,2,EIDG,63,
122,Sunday,28-09-25,30547,36,Ahmed Saeed El-Shenawy,DPL,03-09-25,,,59.47,Bottom of excavation,V01-D,V 110,,2,,,APPROVED AS NOTED,DONE,3,EIDG,25,
123,Sunday,28-09-25,30548,36,Ahmed Saeed El-Shenawy,DPL,21-09-25,,,56.96,Fill,V01-D,V 110,LAYER - 10,2,,,APPROVED AS NOTED,DONE,3,EIDG,7,
124,Sunday,28-09-25,30549,36,Ahmed Saeed El-Shenawy,DPL,24-09-25,,,54.7,Fill,V01-D,V 110,LAYER - 11,2,,,APPROVED AS NOTED,DONE,3,EIDG,4,
125,Sunday,28-09-25,30550,36,Ahmed Saeed El-Shenawy,DPL,04-09-25,,,52.94,Fill,V01-D,V 110,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,24,
126,Sunday,28-09-25,30551,36,Ahmed Saeed El-Shenawy,DPL,05-09-25,,,42.79,Fill,V01-D,V 110,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,23,
127,Sunday,28-09-25,30552,36,Ahmed Saeed El-Shenawy,DPL,06-09-25,,,52.08,Fill,V01-D,V 110,LAYER - 3,2,,,APPROVED AS NOTED,DONE,3,EIDG,22,
128,Sunday,28-09-25,30553,36,Ahmed Saeed El-Shenawy,DPL,09-09-25,,,42.81,Fill,V01-D,V 110,LAYER - 4,2,,,APPROVED AS NOTED,DONE,3,EIDG,19,
129,Sunday,28-09-25,30554,36,Ahmed Saeed El-Shenawy,DPL,12-09-25,,,44.61,Fill,V01-D,V 110,LAYER - 5,2,,,APPROVED AS NOTED,DONE,3,EIDG,16,
130,Sunday,28-09-25,30555,36,Ahmed Saeed El-Shenawy,DPL,13-09-25,,,62.539,Fill,V01-D,V 110,LAYER - 6,2,,,APPROVED AS NOTED,DONE,3,EIDG,15,
131,Sunday,28-09-25,30556,36,Ahmed Saeed El-Shenawy,DPL,14-09-25,,,46.83,Fill,V01-D,V 110,LAYER - 7,2,,,APPROVED AS NOTED,DONE,3,EIDG,14,
132,Sunday,28-09-25,30557,36,Ahmed Saeed El-Shenawy,DPL,16-09-25,,,44.599,Fill,V01-D,V 110,LAYER - 8,2,,,APPROVED AS NOTED,DONE,3,EIDG,12,
133,Sunday,28-09-25,30558,36,Ahmed Saeed El-Shenawy,DPL,18-09-25,,,49.837,Fill,V01-D,V 110,LAYER - 9,2,,,APPROVED AS NOTED,DONE,3,EIDG,10,
134,Sunday,28-09-25,30559,36,Ahmed Saeed El-Shenawy,SOIL,27-08-25,A-2-4,22.00%,,Bottom of excavation,V01-D,V 110,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,32,
135,Wednesday,24-09-25,30560,36,Ahmed Saeed El-Shenawy,DPL,16-07-25,,,45.307,Fill,V01-D,V 17,LAYER - 2,2,,,APPROVED AS NOTED,DONE,3,EIDG,70,
136,Wednesday,24-09-25,30561,36,Ahmed Saeed El-Shenawy,DPL,15-07-25,,,48.18,Fill,V01-D,V 17,LAYER - 1,2,,,APPROVED AS NOTED,DONE,3,EIDG,71,
137,Wednesday,24-09-25,30562,36,Ahmed Saeed El-Shenawy,DPL,08-07-25,,,51.78,Bottom of excavation,V01-D,V 17,LAYER ,2,,,APPROVED AS NOTED,DONE,3,EIDG,78,
